,name,gender,description,age,job,hobby,genres_liked,genres_disliked
192,Sarah Thompson,F,"a school child who loves exploring and learning about nature. She is a big fan of birdwatching and loves to spend her free time outdoors. Sarah has a very curious and adventurous personality, always eager to learn something new. She is very intelligent and loves reading books about science and technology. Sarah is also a big fan of animated movies, especially those that are science fiction based. She is not a fan of horror movies, as they make her too scared and nervous. She also doesn't like comedy, documentary or adventure movies, as they don't hold her attention as much as other genres.",7,schoolchild,Birdwatching or nature exploration,"['drama', 'science fiction', 'animated', 'thriller']","['horror', 'documentary', 'comedy', 'adventure']"
193,Michael Johnson,M,"a school child who loves playing board games with his friends. He has a very competitive personality and loves to challenge himself and others. Michael is a big fan of thriller and horror movies, as he loves the feeling of excitement and fear. He also enjoys watching documentaries, as they give him a sense of knowledge and understanding. He also loves watching adventure movies, as they give him a sense of exploration and discovery. Michael doesn't like comedy movies, as they don't hold his attention and he finds them not interesting.",10,schoolchild,Board games ,"['thriller', 'horror', 'documentary', 'adventure']",['comedy']
194,Emma Rodriguez,F,"a student who loves going sledding in the snow. She has a very adventurous personality and loves trying new things. Emma is a big fan of science fiction and fantasy movies, as they spark her imagination and creativity. She also loves watching comedy movies, as they make her laugh and feel good. Emma also enjoys watching drama movies, as they give her a sense of emotional connection. She doesn't like thriller, adventure or action movies, as they make her too anxious and stressed.",23,student,Sledding,"['science fiction', 'fantasy', 'comedy', 'drama']","['thriller', 'adventure', 'action']"
195,William Brown,M,"an apprentice who loves mountain biking and exploring the outdoors. He has a very adventurous personality and loves to challenge himself. William is a big fan of documentary movies, as they give him a sense of knowledge and understanding. He also loves watching comedy movies, as they make him laugh and feel good. William also enjoys watching romance and drama movies, as they give him a sense of emotional connection. He doesn't like animated movies, as they don't hold his attention and he finds them not interesting.",16,apprentice,Mountain biking,"['documentary', 'comedy', 'romance', 'drama']",['animated']
196,Aaron Banks,M,"a cryptographer and has a passion for cooking. He enjoys the thrill and excitement of adventure and action movies, and is also a big fan of horror movies. He enjoys the complexity of horror movies and the way they are able to make him feel fear. He also enjoys the drama genre and finds it to be very engaging and emotional. He dislikes animated movies as they are not realistic and he finds them uninteresting. He also dislikes crime, thriller and science fiction genres as they are too predictable for him.",27,Cryptographer,Cooking,"['adventure', 'action', 'horror', 'drama']","['animated', 'crime', 'thriller', 'science fiction']"
197,Sophia Lee,F,"retired and has a hobby of flower collecting and pressing. She enjoys the romance and drama movies, as they remind her of her younger days. She also enjoys comedy movies as they make her laugh and feel happy. She loves watching documentary movies as they provide her with new information and knowledge about the world. She dislikes fantasy, horror, science fiction, and animated movies as they are not realistic and too unpredictable for her.",69,retired,Flower collecting and pressing,"['romance', 'drama', 'comedy', 'documentary']","['fantasy', 'horror', 'science fiction', 'animated']"
198,Ethan Thompson,M,retired and has a hobby of engineering. He enjoys action movies as they provide him with the thrill and excitement of engineering. He also enjoys comedy movies as they make him laugh and feel good. He is also a fan of drama and crime movies as they provide him with the complexity and intrigue of engineering. He dislikes horror movies as they are not realistic and too unpredictable for him.,61,retired,engineering,"['action', 'comedy', 'drama', 'crime']",['horror']
199,Lily Chen,F,"retired and has a hobby of beauty pageants. She enjoys the glamor and excitement of thriller, science fiction, romance, and drama movies. She is a big fan of thriller movies as they provide her with the adrenaline and excitement of the pageants. She also enjoys science fiction movies as they are interesting and imaginative. She loves romance movies as they remind her of her younger days. She dislikes crime and horror movies as they are too violent and unpredictable for her.",71,retired,Beauty pageants,"['thriller', 'science fiction', 'romance', 'drama']","['crime', 'horror']"
200,Emily Johnson,F,"retired and enjoys her days off by going to the beach to skimboard. She loves the feeling of being close to the water and the adrenaline rush she gets from the sport. Emily is a big fan of thriller movies, she loves the suspense and the feeling of being on the edge of her seat. She also enjoys watching animated movies, especially those that are family-friendly. Emily is a big fan of horror movies, she enjoys the jump scares and the feeling of being scared. She also enjoys watching crime movies, she loves the action and the feeling of being in the middle of the investigation. Emily doesn't really enjoy fantasy movies, she finds them too unrealistic and boring. She also doesn't like drama movies, she finds them too slow and depressing. Emily also doesn't like documentary movies, she finds them too factual and not entertaining enough.",70,retired,Skimboarding,"['thriller', 'animated', 'horror', 'crime']","['fantasy', 'drama', 'documentary']"
201,Ryan Thompson,M,"a schoolchild and enjoys acting in plays and musicals. He loves the feeling of being in the spotlight and the thrill of performing in front of an audience. Ryan is a big fan of comedy movies, he loves the laughter and the feeling of being entertained. He also enjoys watching crime movies, he loves the action and the feeling of being in the middle of the investigation. Ryan also enjoys watching adventure movies, he loves the excitement and the feeling of being on a journey. He also enjoys watching romance movies, he loves the love stories and the feeling of being swept off his feet. Ryan doesn't really enjoy thriller movies, he finds them too scary and not entertaining enough.",13,schoolchild,Acting,"['comedy', 'crime', 'adventure', 'romance']",['thriller']
